Artista,Reproducciones,Oyentes,Biografía,Artistas Similares
Haken,11037601,167682,"Haken is an English progressive metal band formed in 2007 by multi-instrumentalist Richard Henshall, guitarist Matthew Marshall, and vocalist Ross Jennings. While Henshall, Marshall, and Jennings first had the idea of forming Haken in 2004, they opted to pursue their instruments and songwriting first. Upon recruiting other members three years later, they eventually released the demo Enter the 5th Dimension in 2008, signing with Sensory Records and releasing their first album Aquarius in 2010. <a href=""https://www.last.fm/music/Haken"">Read more on Last.fm</a>","Caligula's Horse, Leprous, Richard Henshall, Charlie Griffiths, Native Construct"
Cyhra,1027010,47071,"You know them from In Flames, Amaranthe, Shining, Rhapsody and Annihilator but you have never seen them together like this. CyHra is here to bring you the next thing in metal.

Jake E – vocals
Jesper Strömblad – guitars
Euge Valovirta – guitars
Peter Iwers – bass
Alex Landenburg – drums


 <a href=""https://www.last.fm/music/Cyhra"">Read more on Last.fm</a>",
Hangman's Chair,776891,44942,"Southern metal band from Paris, France formed by former Es La Guerilla members. They released a split-CD with Eibon in february 2007. Their first album, (A Lament For...) The Addicts, was released in september 2007.

Some members of the band also play with Arkangel, Hellbats, and Third Arm.

In 2008, Keo (vocals) and Renart (bass, also in Every Reason To..., Fate) were replaced by Inhatred's singer and L'Esprit du Clan bass player (who previously played in Knockoutz alongside members of Es La Guerilla and Hangman's Chair). <a href=""https://www.last.fm/music/Hangman%27s+Chair"">Read more on Last.fm</a>","Pale Keeper, Grajo, Messa, Dopelord, Frayle"
Crippled Black Phoenix,7673656,229878,"Crippled Black Phoenix are a rock band from the United Kingdom. Several musicians have contributed to Crippled Black Phoenix's albums and play with them during their live shows.

They are a collective of musicians from many other bands (including notably Iron Monkey, Gonga, Mogwai, Electric Wizard and others). In 2004, Justin Greaves began recording primitive sounds he had in mind for years. He was encouraged by Dominic Aitchison, and their ideas would lay the backbone for Crippled Black Phoenix. <a href=""https://www.last.fm/music/Crippled+Black+Phoenix"">Read more on Last.fm</a>","Oh Hiroshima, A Swarm of the Sun, Nosound, Red Sparowes, Junius"
NanowaR of Steel,1319837,52474,"Previously known simply as Nanowar, this Italian band is dedicated to satirizing and making fun of the true-heavy-power metal scene. The decision to change the name of the band was made after Rhapsody renamed themselves to Rhapsody of Fire; according to Nanowar, the new name “better represents the band’s power of the power of the power of the true metal of steel”. <a href=""https://www.last.fm/music/Nanowar+of+Steel"">Read more on Last.fm</a>","Angus McSix, Gloryhammer, Warkings, Alestorm, Beast in Black"
At The Gates,17493703,425901,"At the Gates is a Swedish melodic death metal band from Gothenburg. A major progenitor of the Gothenburg metal music scene, the band was formed in 1990 by singer Tomas Lindberg along with former members of the Swedish pioneering death metal band Grotesque. Although initially active from 1990–1996, the band reformed in 2007 for a reunion tour that lasted from April to September, 2008. In 2011, they reformed once again and have continued to perform since then. <a href=""https://www.last.fm/music/At+the+Gates"">Read more on Last.fm</a>","Dark Tranquillity, Carcass, Hypocrisy, Dismember, Entombed"
Corvus Corax,4737046,172066,"There is more than one artist with this name:

1) Corvus Corax is a band from Berlin, Germany, playing Neo-Medieval music using authentic older instruments.

The band's name is the scientific name for the raven. The band was formed in 1989 by Castus Rabensang and Venustus (Wim) Meister Selbfried, one of the Corvus Corax founders and the researcher of medieval music, decided to cease his active musicianship and dedicate most of his efforts to managing Corvus Corax's own label Pica Records. <a href=""https://www.last.fm/music/Corvus+Corax"">Read more on Last.fm</a>","Faun, Prima Nocta, Qntal, In Extremo, Cultus Ferox"
Hollywood Undead,66422425,1320407,"Hollywood Undead are an American rap rock band from Los Angeles, California. The band consists of Charlie Scene, Danny, Funny Man, J-Dog, and Johnny 3 Tears. The band members use pseudonyms and wear masks to display a creative side, not to hide their identities as first assumed. They perform live without the masks on.

The band originated in 2005 from a song titled ""The Kids"" that Aron Erlichman (Deuce) and Jorel Decker (J-Dog) posted on the band's MySpace profile to positive reviews <a href=""https://www.last.fm/music/Hollywood+Undead"">Read more on Last.fm</a>","Deuce, Zero 9:36, Manafest, Charlie Scene, From Ashes to New"
Carpathian Forest,7306192,212406,"Carpathian Forest (previously known as ""The Childmolesters"", then ""Enthrone"") emerged with the demo tape ""Bloodlust and Perversion"" in 1992. In 1993 the band released a second demo: Journey Through the Cold Moors of Svarttjern. The following year, Forest signed to Avantgarde Music and recorded their first EP, Through Chasm, Caves and Titan Woods in 1995, followed by the debut album Black Shining Leather in 1998.

Carpathian Forest played their first concert in 1998 at the Quart Festival, Kristiansand Norway supporting Immortal and Satyricon. <a href=""https://www.last.fm/music/Carpathian+Forest"">Read more on Last.fm</a>","Nattefrost, Urgehal, Gorgoroth, Darkthrone, Nargaroth"
Benighted,4768475,104503,"There are multiple artists with the name Benighted:

1) Benighted is a French brutal death metal band that formed in 1998 in Balbigny, France. Benighted have released seven full-length albums: 2000's Benighted, 2002's Psychose, 2003's Insane Cephalic Production, 2005's Identisick, 2007's icon, 2011's Asylum Cave, and 2014's Carnivore Sublime. They are currently active and signed to Season of Mist.

2) Benighted is a symphonic US black metal band which was formed in 1999. <a href=""https://www.last.fm/music/Benighted"">Read more on Last.fm</a>","Aborted, Hour of Penance, Misery Index, Hideous Divinity, Analepsy"
Nekrogoblikon,2991482,102975,"What happens when you put a bunch of bloodthirsty, music-loving goblins together? Well, a lot of disembowelment, but also a lot of catchy tunes. Formed six millennia ago, and practicing only every other leap year on a full moon, the band has perfected their brand of crushing goblin metal.

On a cold, dreary winter night in July of 2006, Nicholas Von Doom and Tim were in the woods engaging in general tomfoolery when they stumbled upon a mysterious cardboard box with their names crudely inscribed with a Sharpie® Permanent Marker. <a href=""https://www.last.fm/music/Nekrogoblikon"">Read more on Last.fm</a>","Æther Realm, Dethklok, Avatar, Whispered, Alestorm"
Whitesnake,26861329,1478953,"Whitesnake is an English hard rock band, founded in 1978 by vocalist David Coverdale (formerly of Deep Purple) in North Yorkshire, UK. The current line-up of the band also include Joel Hoekstra (lead guitar), Reb Beach (rhythm guitar), Michael Devin (bass), Brian Ruedy (keyboards) and Tommy Aldridge (drums). While the group's membership has fluctuated, Coverdale remains the heart and soul of the band.

In their early years, Whitesnake played in a hard-edged blues rock and heavy metal influenced style. <a href=""https://www.last.fm/music/Whitesnake"">Read more on Last.fm</a>","Winger, David Coverdale, Dokken, Europe, Def Leppard"
Rivers of Nihil,3754579,90435,"Formed in 2009 in Reading, USA, RIVERS OF NIHIL – which can be can be defined as the continuation of a neutral flow of retaining emptiness; humble, egoless…— took shape after Jake Dieffenbach (vocals), Ron Nelson (drums), and Jon Kunz (guitars) got together to create a band to push the boundaries of death metal. Formed out of the ashes of their previous band, Jake, Ron, and Jon played their first show as a three piece, but soon after the band <a href=""https://www.last.fm/music/Rivers+of+Nihil"">Read more on Last.fm</a>","Black Crown Initiate, Fallujah, Alluvial, Archspire, Allegaeon"
Prophets Of Rage,1591838,146327,"There is more than one artist with this name:

1) Prophets of Rage is an American rap rock supergroup. Formed in 2016, the group consists of three members of Rage Against the Machine and Audioslave (bassist and backing vocalist Tim Commerford, guitarist Tom Morello, and drummer Brad Wilk), two members of Public Enemy (DJ Lord and rapper Chuck D), and rapper B-Real of Cypress Hill.

Morello declared to Rolling Stone: ""We're an elite task force of revolutionary musicians determined to confront this mountain of election year bullshit <a href=""https://www.last.fm/music/Prophets+Of+Rage"">Read more on Last.fm</a>",
Doro,4995650,185560,"Doro (Dorothee Pesch) is a German  heavy metal  singer and songwriter, former vocalist of the band Warlock and one of the few female singers of the 1980s heavy metal scene. Since 1989 she leads the band of her name. 

Doro Pesch was born in Düsseldorf, NRW, West Germany on 3 June 1964, as the only child of Walter, a truck driver, and Barbara Pesch. Doro's first memory of rock music is the song ""Lucille"" by Little Richard, which she sang when she was three years old. <a href=""https://www.last.fm/music/Doro"">Read more on Last.fm</a>","Warlock, U.D.O., Sister Sin, Axel Rudi Pell, Accept"
High On Fire,8347766,261643,"High on Fire is an American metal band from Oakland, California, that was formed in 1998. Matt Pike, the band's frontman and founder, also plays guitar for Sleep. High on Fire won the 2019 Grammy Award for Best Metal Performance with their song ""Electric Messiah"". The band has released nine studio albums, with their newest, Cometh the Storm, released in 2024.

High on Fire was founded in the late summer of 1998 by Sleep guitarist Matt Pike, drummer Des Kensel, and bassist George Rice. <a href=""https://www.last.fm/music/High+on+Fire"">Read more on Last.fm</a>","Sleep, Black Tusk, YOB, Weedeater, Orange Goblin"
Burning Witches,481167,30205,"The band Burning Witches was founded during spring 2015 in Brugg, beautiful Switzerland, by guitar player Romana Kalkuhl. It has always been her big dream to perform with a women's heavy metal band on stage. During the music university studies she already started her first group: ATLAS & AXIS with which she has already recorded two albums and played several concerts!
In 2015 Romana started to look for talented ladies for the new combo. Jeanine Grob (bass) a longtime friend, became the first official member. <a href=""https://www.last.fm/music/Burning+Witches"">Read more on Last.fm</a>","Cobra Spell, Crystal Viper, KK's Priest, Doro, Kobra and the Lotus"
The Ocean,12252054,218682,"The Ocean (a.k.a. The Ocean Collective) is a progressive metal band started in 2001 in Berlin, Germany by guitarist Robin Staps. However, the first stable line-up was formed only in 2009 during recording sessions of Heliocentric and Anthropocentric.

As for 2013, 4 of 5 band members are from Switzerland, while its founder continues to live in Berlin. In addition, Chris Breuer, a touring bass player who also made a recording appearance on Pelagial, is a citizen of Berlin too. <a href=""https://www.last.fm/music/The+Ocean"">Read more on Last.fm</a>","Psychonaut, Cult of Luna, Dvne, Intronaut, Between the Buried and Me"
Sevendust,17668245,832854,"Sevendust are an American alternative metal band from Atlanta, Georgia. The band was formed in 1994 by bassist Vince Hornsby, drummer Morgan Rose and guitarist John Connolly. After their first demo, lead vocalist Lajon Witherspoon and guitarist Clint Lowery joined the group. Following a few name changes, the members settled on the name Sevendust and released their self-titled debut, Sevendust, on April 15, 1997.

The self-titled debut sold 311 copies its first week. <a href=""https://www.last.fm/music/Sevendust"">Read more on Last.fm</a>","Nonpoint, Dark New Day, Taproot, Nothingface, Mudvayne"
