Artista,Reproducciones,Oyentes,Biografía,Artistas Similares
U96,1844256,208340,"U96 is a dance music project formed by German producers Alex Christensen, Alberto Ingo Hauss, Helmut Hoinkis, and Hayo Panarinfo, known for numerous 1990s Eurodance classics.

The name comes from the well-known movie Das Boot about the German submarine U 96 from the Second World War.  The project's first hit Das Boot (1991) is a techno remake of the film's title melody, which had been originally composed by Klaus Doldinger.  An album of the same name was also number one in the German charts. <a href=""https://www.last.fm/music/U96"">Read more on Last.fm</a>","Cappella, Magic Affair, Captain Hollywood Project, Ice MC, Culture Beat"
Duc Duy,189100,48162,"Born and raised in Hanoi, Mai Duc Duy, also known as Duc Duy, is a 18 year old beat maker, artist and producer. Inspired by Kanye West, Pop Smoke, Freddie Dredd and more, Duc Duy's works gained popularity in early December 2021. He is now 1 of the biggest rising artists in the Vietnamese independent scene.
Often being described as a small artist, Duy has proved his producing skill not only in 1 genre but multiple. His albums have shown a diverse catalogue, from Lo-fi, Drill, EDM, Techno, Disco to Phonk, Industrial and Pop. <a href=""https://www.last.fm/music/Duc+Duy"">Read more on Last.fm</a>","paulie leparik, SHPACKYOU$, GLWKMOD, MADEBYGODES, Sedogy Bedam, SHPACKYOU$, SixthJune"
Felix Raphael,70074,14564,"Felix's passion for music was evident from the earliest moments of his life. As a young child, his mother introduced him to singing lessons, sparking his fascination with vocal expression. This early exposure set the stage for a musical journey that would see him explore various instruments and ultimately embrace singing as a vital part of his artistic identity.

Initially hesitant about blending electronic sounds with his musical background, Felix eventually found his unique musical signature in the synergy of electronic beats <a href=""https://www.last.fm/music/Felix+Raphael"">Read more on Last.fm</a>","bondi, El Mundo, Monarke, Rezident, biskuwi"
Juelz,780536,57315,"Juelz, real name Julian Ching, is a Vancouver based electronic bass music producer. 

Juelz has been crafting a catalog that fuses hip-hop and electronic boundaries effortlessly. Classical training in violin and a culturally diverse upbringing have proven fundamental in the development of his strong music writing and production skills. Eventually moving on from classical music, Ching started experimenting with contemporary music through DJing with friends at parties and producing music for fun. <a href=""https://www.last.fm/music/Juelz"">Read more on Last.fm</a>","RL Grime, Quix, Boombox Cartel, Ekali, NGHTMRE"
Leat'eq,1035549,137018,"LA-based DJ and producer. Coming long way from Ukraine where he was playing on biggest festivals and club shows in the country (latest one was Atlas Weekend festival with Yellow Claw, The Prodigy, John Newman, Rudimental and many more).
 
His music is streamed more than 70 000 000 times on Spotify and supported by The Chainsmokers, Slushii, Far East Movement, MAKJ, DJ Benzi, ARTY, Ephwurd, Tony Junior, Univz, Zomboy, Steve Aoki and others. Also his music was played on BBC 1Xtra and Beats1. <a href=""https://www.last.fm/music/Leat%27eq"">Read more on Last.fm</a>","Di Young, Caramell, Michael Gray, Marshmello, Kilian K"
MJ Nebreda,201596,26231,"MJ Nebreda is a Venezuelan singer, DJ, composer and producer. At only 23 years old, he has managed to incorporate various sounds that have made a difference in the production of his songs, mixing genres ranging from electronic music to hip hop and the incorporation of Latin rhythms. In January 2021 Adicto A Mi was MJ's first single. <a href=""https://www.last.fm/music/MJ+Nebreda"">Read more on Last.fm</a>","SAFETY TRANCE, Dinamarca, Chase Icon, yunè pinku, Dj Babatr"
Andrew Azara,10994,3072,"Dj & house music producer of Dublin, Ireland.
https://soundcloud.com/andrew_azara_music
https://www.facebook.com/Andrewazara?skip_nax_wizard=true <a href=""https://www.last.fm/music/Andrew+Azara"">Read more on Last.fm</a>","Daniel Meister, Danny Snowden, Yogi P, BOFER, Milion (NL)"
Shöckface,123848,22820,"Shöckface, real name Joshua Bernstein, is a electronic music from Massachusetts, US. 

Coming with a truly unique blend of influences from so many corners of music including electronic, indie, pop, and R&B, Shöckface never disappoints. What makes the man in question stand out from the crowd of cross-over artists seen in electronic music today is his true integrity to his collaborative work. From ‘I’m afraid to be sober,’ the eclectic pop-infused collaboration with Lauren Martinez <a href=""https://www.last.fm/music/sh%C3%B6ckface"">Read more on Last.fm</a>","Champagne Drip, Coopex, HAHLWEG, Gidexen, Türküm"
Pavel Milyakov,257882,34827,"Pavel Milyakov is an artist who makes techno under the name Buttechno, and has used his real name for a handful of ambient, downtempo and experimental-leaning releases over the past few years, including records for Gost Zvuk and his own RASSVET label. <a href=""https://www.last.fm/music/Pavel+MILYAKOV"">Read more on Last.fm</a>",
Amine K,4338,1659," <a href=""https://www.last.fm/music/Amine+K"">Read more on Last.fm</a>","Amine K (Moroko Loko), mR. id, Franca, Safar (FR), Lassjo"
Lost Desert,103026,20454,"There are multiple artists with this name:

1) Lost Desert was a French coldwave band, founded in 1986 in the suburbs of Paris, near Versailles. The name of the band was suggested by a friend and appreciated for its mysterious meaning. They found inspiration in bands like The Cure, Cocteau Twins, Dead Can Dance, Bauhaus, but also movies and visual art. Initially, the band was founded by two friends and their younger brothers. Feeling they could improve the vocals <a href=""https://www.last.fm/music/Lost+Desert"">Read more on Last.fm</a>","Little Nemo, Asylum Party, Clair Obscur, Martin Dupont, Guerre Froide"
Sickflip,74807,9316,"SICKFLIP is a collaborative and experimental solo project brought to life by Sarvesh Shrivastava, 20 year old music producer and DJ from Bombay (of Mental Martians fame with gigs in all the prime cities in India including Sunburn 2010 and 2011 )

Musically, SICKFLIP ranges from Glitch hop to Dubstep and everything in between. Making everything from Phat & Glitchy sounds to groovy smooth beats.
His styles are majorly influenced by artists like Bassnectar, Vent, Ill-Esha, Koan Sound, Trolley snatcha, Funtcase, Amon Tobin, Noisia and a lot more. <a href=""https://www.last.fm/music/Sickflip"">Read more on Last.fm</a>","Himonshu Parikh, Tech Panda, Bharg, MAHAN, Akanksha Bhandari"
Emin Gök,13391,3806," <a href=""https://www.last.fm/music/Emin+G%C3%B6k"">Read more on Last.fm</a>","NeTam, BAYDAR, Lemurian, PIERJ, Den Ze"
Palmtherapy by DrNR,6706,1769," <a href=""https://www.last.fm/music/Palmtherapy+by+DrNR"">Read more on Last.fm</a>","Recham, Enes Yaman, TEHRACH, DJ Oscar Sharm, Chelab"
jeonghyeon,171554,38102," <a href=""https://www.last.fm/music/JEONGHYEON"">Read more on Last.fm</a>","Conor Ross, Guy Arthur, JOXION, WBN, Weisser Quiff"
INAU,18675,4629," <a href=""https://www.last.fm/music/Inau"">Read more on Last.fm</a>","bonus, fiko, Alex Silves, Anvay, dj kuromi"
Xique-Xique,174616,26575," <a href=""https://www.last.fm/music/Xique-Xique"">Read more on Last.fm</a>","Geju, Trippin Jaguar, beyhude, Stavroz, Zoe Reijue"
Deviu,26021,5749,"DEVIU Rafael Lasso (better known as Deviu) is a Colombian Dj/Producer born in Pasto, 1998. He began producing electronic music in 2014. After studying audio and sound production in Medellin, Colombia, this young composer of different styles of the genre started his project as RL Deviu, 
producing Chill Out and Ambient music.
He began producing electronic music in 2014. After studying audio and sound production in Medellin, Colombia, this young composer of different styles of the genre started his project as RL Deviu <a href=""https://www.last.fm/music/Deviu"">Read more on Last.fm</a>","Garlington, ppdee, Kamilo Sanclemente, Ceas, Clawz SG"
F.S.Blumm,48211,9605," <a href=""https://www.last.fm/music/+noredirect/F.S.Blumm"">Read more on Last.fm</a>",
Garbage,60140714,1997483,"Garbage is a Scottish and American rock band formed in 1993 in Madison, Wisconsin. The band's line-up consisting of Scottish singer Shirley Manson (vocals) and American musicians Duke Erikson (guitar, bass, keyboards), Steve Marker (guitar, keyboards), and Butch Vig (drums, production) has remained unchanged since its inception. All four members are involved in the songwriting and production process. Garbage has sold over 17 million albums worldwide. <a href=""https://www.last.fm/music/Garbage"">Read more on Last.fm</a>","Angelfish, Republica, Alanis Morissette, Veruca Salt, Auf der Maur"
Warpaint,29628883,847832,"Warpaint is a psychedelic rock band which formed in 2004 in Los Angeles, California, United States. The band consists of Theresa Wayman (solo pseudonym TT) (vocals, guitar), Emily Kokal (vocals, guitar), Jenny Lee Lindberg (solo pseudonym Jennylee) (vocals, bass), and Stella Mozgawa (drums). The band's original drummer, Shannyn Sossamon, left the band in 2008. The band had multiple temporary drummers until Mozgawa joined in 2009.

The band weaves intricate guitar lines <a href=""https://www.last.fm/music/Warpaint"">Read more on Last.fm</a>","JennyLee, TT, Poliça, DIIV, Bat for Lashes"
Seventh Soul,7213,1621," <a href=""https://www.last.fm/music/Seventh+Soul"">Read more on Last.fm</a>","Dani Khorsandi, Sharake, Alì Farahani, Dune Ritual, Obeidmusic"
Bendik Giske,198350,32707,"Bendik Giske is a saxophonist and composer whose work explores the tension between the performative and corporeal boundaries of the instrument and his body. Fusing extended techniques with elements that draw from electronic music, his work traverses genre. His collaborations include music for dance, performance - and visual art as well as installations. <a href=""https://www.last.fm/music/Bendik+Giske"">Read more on Last.fm</a>","Not Waving, Tomaga, Voice Actor, Eli Keszler, Rachika Nayar"
Hyde Lee,723,246," <a href=""https://www.last.fm/music/Hyde+Lee"">Read more on Last.fm</a>","Slab City, AMAZ!NG, my name is Epic, Alpha AF, exte"
Ottawan,1107842,197789,"Ottawan were a disco band in the late 1970s and early 1980s. They were fronted by lead singer Jean Patrick (b 6 April 1954) and Annette (b 1 November 1958), with Daniel Vangarde and Jean Kluger the main songwriters. They are best known for their two hit singles ""D.I.S.C.O."" and ""Hands Up (Give Me Your Heart)"".

Although many in the USA would not recognize the name Ottawan, their song ""Hands Up (Give Me Your Heart)"" has enjoyed tremendous and enduring popularity as a staple of parties, wedding receptions, exercise classes, line dances, etc,. <a href=""https://www.last.fm/music/Ottawan"">Read more on Last.fm</a>","Arabesque, Chilly, F.R. David, Bad Boys Blue, Silent Circle"
Spaniol,33307,10503,"As the creator and resident of Colectivo Sonido Trópico of São Paulo, Spaniol is a staple of his city’s local scene. 

The collective’s transcendental parties have brought the likes of Rampue, Oceanvs Orientalus, Xique Xique, Holger Hecler, and more to the city center while also traversing the world from Tulum to Tokyo. 

As a lifelong musician, Spaniol’s introduction to electronic music evolved from a background in classical guitar and flute as something of a “happy accident” whilst in his teens.  <a href=""https://www.last.fm/music/Spaniol"">Read more on Last.fm</a>","Wevor Trill, The EMBR, Sickly, History of Colour, Bituke"
Yanamaste,14195,2414," <a href=""https://www.last.fm/music/Yanamaste"">Read more on Last.fm</a>","Holden Federico, Danny Wabbit, Arthur Robert, Quelza, MARCAL"
Sven Väth,1173413,160694,"Sven Väth (born 26 October 1964) is a German DJ and electronic music producer. He is a three-time DJ Awards winner, with a career in electronic music spanning over 30 years. The release of the single ""Electrica Salsa"" with OFF in 1986 launched his career. Known as ""Papa Sven"" by his fans, Väth became one of Germany's pop stars in the 1990s, establishing two nightclubs in Germany and founding his own company, Cocoon, which includes a booking agency, record label, and event management branch. <a href=""https://www.last.fm/music/+noredirect/Sven+V%C3%A4th"">Read more on Last.fm</a>","Johannes Heil, Reinier Zonneveld, Taucher, Der Dritte Raum, Carl Cox"
