Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
Ngyn,578425,110153,"NGYN, is a versatile, multigenre electronic producer. He is deeply rooted in bass and electronic music, and he's also starting to build a name within the Lofi scene. Steven is known for pushing his musical boundaries and he's garnered over 30 Million streams on Spotify to date. <a href=""https://www.last.fm/music/NGYN"">Read more on Last.fm</a>","Hiyo, Lost files, Altair Blake, Chilled Cougar, RŮDE"
莉莉周她說 Lily Chou-Chou Lied,13370,1168,"莉莉周她說 (Lily Chou-Chou Lied) is a Taiwanese electronic rock band with 3 members (陳大慶 Ral Chen / 陳又銓 Sean Chen  / 洪苡芮 Yray Hong), formed in Taipei in 2016. The band navigates the realms of mixed vocals and cool tones, blending male and female lead vocals with electronic soundscapes and rhythms. <a href=""https://www.last.fm/music/%E8%8E%89%E8%8E%89%E5%91%A8%E5%A5%B9%E8%AA%AA+Lily+Chou-Chou+Lied"">Read more on Last.fm</a>","莉莉周她說, 和平饭店, VH (Vast & Hazy), Our Shame, 當代電影大師"
My Nu Leng,397176,49374,"The Bristol based duo have a hard-to-categorise sound, drawing on many varied influences without kowtowing to one in particular. Whilst traversing the whole spectrum between pitch shifted vocals and bass heavy rumbles, their sound is always deep; on point with the vibe at Thekla where the pair hold a residency for the forward looking club-night 51’27. The duo are found to also span genres and tempos at gigs around the country and on their weekly Rood Fm radio show. <a href=""https://www.last.fm/music/My+Nu+Leng"">Read more on Last.fm</a>","Bushbaby, Commodo, Synkro, Hamdi, Djrum"
DePol,192071,13917," <a href=""https://www.last.fm/music/Depol"">Read more on Last.fm</a>","Dani Fernández, Álvaro De Luna, Marlena, Nil Moliner, Samuraï"
Marta Santos,123543,11266," <a href=""https://www.last.fm/music/Marta+Santos"">Read more on Last.fm</a>","Antoñito Molina, Luis Cortés, juanlu montoya, RaulE, Daviles de Novelda"
India Martinez,547508,46811,"Born in Córdoba, she started studying flamenco while she was just 5 under the guidance of teacher Nieves Camacho. The family moved to Roquetas de Mar (Almería) when she was 11 years old. She sang on the local fishing port area, becoming popular as ""La Niña del Puerto"". In 1998, at age 13, she took part in the children talent show Veo, Veo hosted by Teresa Rabal, reaching the Andalusian finals. She was offered a scholarship by the Fundación Cristina Heeren to learn flamenco in Seville. <a href=""https://www.last.fm/music/India+Martinez"">Read more on Last.fm</a>","Manuel Carrasco, Antonio Orozco, Vanesa Martín, Conchita, Lola Indigo"
Antoñito Molina,38243,3562," <a href=""https://www.last.fm/music/Anto%C3%B1ito+Molina"">Read more on Last.fm</a>","juanlu montoya, RaulE, Luis Cortés, Shakira Martínez, Lorena Santos"
Estopa,6951268,277017,"Estopa is a pop/flamenco duo founded in 1999 by brothers José and David Muñoz of Cornellà de Llobregat (Baix Llobregat), Catalonia. Their first album, Estopa, has sold well over 1,000,000 copies to date (the equivalent of an American platinum album) and their latest, Voces de Ultrarumba, sold more than 200,000 copies on its first day of release. Their playful, Rumba-tinged compositions have made them one of the most successful pop groups in Spanish history, in terms of both album sales and critical acclaim. <a href=""https://www.last.fm/music/Estopa"">Read more on Last.fm</a>","Melendi, El Canto del Loco, Pereza, Extremoduro, Amaral"
Abraham Mateo,1908654,131110,"Abraham Mateo (born in San Fernando (Cadiz), Spain on August 25, 1998) is a Spanish teen actor and pop singer. Abraham was discovered in 2009, when he was ten, by producers of the record label EMI Music Spain, who happened across Abraham's videos in Youtube and his multiple performances in the television show Menuda Noche on the Canal Sur TV of Andalucia, Spain. His self-titled debut album, Abraham Mateo, was released in Spain in December 2009. The album was produced by the spanish composer and producer Jacobo Calderon <a href=""https://www.last.fm/music/Abraham+Mateo"">Read more on Last.fm</a>","Vicco, Lola Indigo, Ana Mena, Aitana, CNCO"
Pablo Alborán,5981995,268170,"Pablo Moreno de Alborán Ferrándiz (born on May 31, 1989 in Málaga), best known as Pablo Alborán, is a Latin Grammy nominated Spanish singer.

Alborán is the son of Spanish architect Salvador Moreno de Alborán Peralta and French Elena Ferrándiz Martínez. He is also the great-grandson of Francisco Moreno Fernández, 1st Marquess of Alborán, and has two siblings: Casilda and Salvador.

From a very young age, he was interested in learning to play various musical instruments such as piano <a href=""https://www.last.fm/music/+noredirect/Pablo+Albor%C3%A1n"">Read more on Last.fm</a>","Jesse & Joy, David Bisbal, Luis Fonsi, Manuel Carrasco, Camila"
d4vd,59721127,1578830,"David Anthony Burke (born March 28, 2005), known professionally as d4vd, is an American singer and songwriter. He is a content creator for the gaming and lifestyle brand 100 Thieves. He is best known for his songs ""Romantic Homicide"" and ""Here with Me"", both of which experienced international chart success.

Burke's career in music started when he made montage videos of the video game Fortnite and decided to make his own music to prevent himself from receiving copyright strikes. <a href=""https://www.last.fm/music/d4vd"">Read more on Last.fm</a>","JVKE, Cafuné, VACATIONS, Joji, Yot Club"
Swedish House Mafia,41775758,2308849,"Swedish House Mafia is a house music supergroup comprised of DJ/producers Axwell, Steve Angello, and Sebastian Ingrosso. Each of the group members is an accomplished DJ/producer and label owner in his own right. The Swedish group initially teamed up in the mid-2000s, when they toured together as DJs and collaborated from time to time on one another's productions. Eric Prydz was also a member of the group for a while. Axwell, Angello, and Ingrosso's breakout performance as Swedish House Mafia came on August 12 <a href=""https://www.last.fm/music/Swedish+House+Mafia"">Read more on Last.fm</a>","Steve Angello, Alesso, Axwell, Martin Garrix, Axwell /\ Ingrosso"
Imanbek,3459058,372439,"Imanbek (Kazakh Иманбек, full name Imanbek Zeikenov, born 21 October 2000)[1] is a Kazakh producer and remixer of house music and popular in Kazakhstan as well as Russia, Ukraine through his label Imanbek Music. In 2019 he became internationally famous with his remix of SAINt JHN's ""Roses"". Imanbek has many hits, most notably ""Take Me"" with O'Neill, ""Hot"" with Parah Dice and ""Smoke It Up"".
Born in Kazakhstan, he played the guitar when he was 8 years old by his father. <a href=""https://www.last.fm/music/Imanbek"">Read more on Last.fm</a>","Yves V, Klaas, Matvey Emerson, Marc Benjamin, NALYRO"
James Hype,5143983,467391,"James Hype (born 1989) is an English DJ, producer and remix artist from Liverpool.[1][2]

He is best known for his single ""More Than Friends"", released by Warner Music on 7 July 2017. The single reached number 8 in the UK Top 40[3] and number 1 in the UK dance singles chart.[4]

Before chart success, James made his name producing remixes for international artists including OT Genesis and Clean Bandit[5] He is also a DJ ambassador for the equipment manufacturer Pioneer DJ featuring in their online videos.[6] <a href=""https://www.last.fm/music/James+HYPE"">Read more on Last.fm</a>",
Felix Jaehn,9266235,721006,"Felix Jaehn (pronounced ""Yeahn"" /jɛːn/, born in Hamburg, Germany on 28 August 1994) is a German music producer and DJ specialising in deep house. He took violin lessons at age of 5 and began his DJ career at 16. Jaehn lived in London for a year, where he attended a music school at the age of 17.

Returning to Hamburg, he came to prominence in 2015 through his remix of Jamaican artist OMI's song ""Cheerleader"". The single was an international hit for him topping the charts in Germany <a href=""https://www.last.fm/music/Felix+Jaehn"">Read more on Last.fm</a>","Robin Schulz, Sam Feldt, Topic, twocolors, R3hab"
Lizzy McAlpine,60299172,985909,"Elizabeth Catherine McAlpine, also known as Lizzy McAlpine (born September 21, 1999) is a vocalist, songwriter, and musician who hails just outside of Philadelphia, Pennsylvania. She studied songwriting at Berklee College of Music located in Boston before leaving in her junior year to pursue music full-time. In April 2020, at the beginning of the COVID-19 pandemic, she started the Instagram #BerkleeAtHome streaming concert series. Her musical style has been described as ""folk-focused"", ""folk-pop"", and a blend of ""jazz, pop, and R&B"". <a href=""https://www.last.fm/music/Lizzy+McAlpine"">Read more on Last.fm</a>","Gracie Abrams, Tiny Habits, Noah Kahan, Leith Ross, Searows"
Suki Waterhouse,32508513,1234719,"Alice Suki Waterhouse (born 5 January 1992) is an English actress, singer-songwriter and model. Waterhouse is best known for her role as Karen Sirko in the musical drama miniseries Daisy Jones & the Six. She released her debut album I Can't Let Go and the EP Milk Teeth in 2022.
Check her releases here: https://sukiwaterhouse.bandcamp.com/

Waterhouse was born in Hammersmith, London, and was raised in Chiswick, London, the daughter of Elizabeth, a cancer care nurse, and Norman Waterhouse, a plastic surgeon. <a href=""https://www.last.fm/music/Suki+Waterhouse"">Read more on Last.fm</a>","Gracie Abrams, Sarah Kinsley, Gatlin, Etta Marcus, Lorde"
Nathan Dawe,3628510,326468,"Nathan Dawe is an English DJ and producer. He is best known for his 2020 single ""Lighter"" featuring KSI, which reached #3 on the UK Singles Chart. <a href=""https://www.last.fm/music/Nathan+Dawe"">Read more on Last.fm</a>","Joel Corry, Jax Jones, Sigala, Switch Disco, Shane Codd"
JVKE,31248770,1174003,"JVKE (pronounced Jake) was born on March 3rd, 2001 in Cranston, Rhode Island. He is a TikTok star and singer who is best recognized for his TikTok account where he posts mashups of popular TikTok songs. He has accumulated over 12 million followers on the video platform. He has also collaborated with famous musicians like Charlie Puth and Jenna Raine. His 2022 single ""golden hour"" has earned over close to a billion streams on Spotify. <a href=""https://www.last.fm/music/JVKE"">Read more on Last.fm</a>","BoyWithUke, John Michael Howell, VaultBoy, Cody Fry, Charlie Puth"
Alesso,19738972,1240729,"Alessandro Renato Rodolfo Lindblad, professionally known as Alesso, is a Swedish DJ and record producer.

He has performed at numerous music festivals, including Coachella, Electric Daisy Carnival, Creamfields and Tomorrowland. In 2012, MTV named Alesso one of the ""EDM Rookies to Watch"".

He was ranked 13th on DJ Magazine's 2015 list of the top 100 DJs and number 20th in year 2016 on DJ Magazine among the list of Top 100 DJs in the world. His debut full-length album Forever was released on May 22, 2015 by Def Jam Recordings. <a href=""https://www.last.fm/music/Alesso"">Read more on Last.fm</a>","Martin Garrix, Axwell /\ Ingrosso, Afrojack, Hardwell, Jonas Blue"
W&W,5915566,442142,"Introduction: What started as a chance meeting at the 2007 Trance Energy has, in just under 3 years solidified into one of the freshest, most exciting electronic dance acts on the scene. With it has come a new multifarious trance sound that, globally, has begun to shatter underground clubs, arenas and festivals. Banding together under the name W&W has seen the collective careers of Wardt van der Harst & Willem Van Hanegem go into overdrive... As spinners <a href=""https://www.last.fm/music/W&W"">Read more on Last.fm</a>","Jochen Miller, NWYR, Mark Sixma, Arnej, Orjan Nilsen"
Sofía Reyes,2107700,216167,"Sofia Reyes is a Mexican singer and songwriter who has been nominated twice to the Latin American Music Awards, MTV Europe Music Awards, Premios Juventud and Latin GRAMMYs among many others. She has amassed nearly one billion views on YouTube and two billion global streams with hits including 1,2,3 with Jason Derulo & De La Ghetto with more than 461 million streams and R.I.P featuring Rita Ora and Anitta, with more than 190 million streams. Chosen <a href=""https://www.last.fm/music/Sof%C3%ADa+Reyes"">Read more on Last.fm</a>","Sofia Reyes, Becky G, Natti Natasha, Danna Paola, Maria Becerra"
Chance Peña,9607974,595815,"Chance is a singer-songwriter from Tyler, Texas who loves telling stories through his music. He is currently writing music for an upcoming album. 
 
In 2015, at 15 years of age, Chance was a contestant on The Voice season 9. During the blind auditions, Adam Levine turned his chair for this budding star, and Blake Shelton stole him during the battle rounds. He went home after the knockout rounds, but for the first time in The Voice history, four artists were chosen to come back for the Live Playoffs. <a href=""https://www.last.fm/music/Chance+Pe%C3%B1a"">Read more on Last.fm</a>","David Kushner, Richy Mitch & The Coal Miners, John Vincent III, Hans Williams, Brenn!"
