Artista,Reproducciones,Oyentes,Biografía,Artistas_Similares
zebrahead,26206349,845138,"Zebrahead is an Orange County, CA-based pop-punk/alternative rock/rapcore band which was formed in 1996 by vocalist/guitarist Justin Mauriello (formerly of Once There), guitarist Greg Bergdorf (formerly of 409), bassist Ben Osmundson (formerly of 3-Ply), drummer Ed Udhus (formerly of 409), and rapper Ali tabatabaee.

Current members:
Adrain Estrella - Rhythm Guitar, co Lead vocals (2021–present)
Ali Tabatabaee - co Lead Vocals (1996–present)
Dan Palmer - Lead Guitar, Backing Vocals (2013–present) <a href=""https://www.last.fm/music/Zebrahead"">Read more on Last.fm</a>","Sum 41, Autopilot Off, Allister, Sugarcult, Billy Talent"
Soen,9941523,190568,"Soen is a progressive metal supergroup consisting of various high-profile extreme metal musicians. Their debut album Cognitive was released on February 15, 2012.

On May 28, 2010, the formation of Soen was announced, its lineup consisting of former Opeth drummer Martin Lopez, ex-Death, Testament and Sadus bassist Steve DiGiorgio, Willowtree vocalist Joel Ekelöf and guitarist Kim Platbarzdis. The group's first song, ""Fraccions"", was released on the band's official website on October 2010. <a href=""https://www.last.fm/music/Soen"">Read more on Last.fm</a>","Riverside, Leprous, Klone, Caligula's Horse, Haken"
Fire From The Gods,1689228,93669,"Bridging the gap between hardcore metal fury and hip-hop consciousness, Austin, Texas quintet Fire from the Gods formed in 2010 with an original lineup that included guitarist Drew Walker and bassist Bonner Baker, as well as vocalist Eric July, guitarist Tony Esparza, and drummer Judson Curtis. They released their metalcore debut, Sleeping with Anchors & Mirrors, followed by the Sweet Lasting Revenge EP, before July, Esparza, and Curtis parted ways with the band. <a href=""https://www.last.fm/music/Fire+From+the+Gods"">Read more on Last.fm</a>",
DragonForce,32032068,991914,"DragonForce is a British power metal band based in London, England. Formed in 1999, the group is known for their long and fast guitar solos, fantasy-themed lyrics, and electronic sounds in their music to add to their retro video game-influenced sound. DragonForce has released seven studio albums, two live albums, one compilation album, one live DVD and one demo.

History - Early years and Valley of the Damned (1999–2003).
DragonForce was founded in 1999 by guitarists Herman Li and Sam Totman, under the name of DragonHeart. <a href=""https://www.last.fm/music/DragonForce"">Read more on Last.fm</a>","Twilight Force, Freedom Call, Gloryhammer, Sonata Arctica, Rhapsody of Fire"
Dayseeker,8879636,162971,"Dayseeker is an American post-hardcore band from Orange County, California, formed in 2012. The band consists of vocalist Rory Rodriguez, guitarist Gino Sgambelluri, bassist Ramone Valerio and drummer Zac Mayfield. They are currently signed to Spinefarm Records and have released five studio albums. Their most recent studio album, Dark Sun, was released on November 4, 2022. <a href=""https://www.last.fm/music/Dayseeker"">Read more on Last.fm</a>","Rain City Drive, Caskets, Thousand Below, Too Close to Touch, Holding Absence"
Sylvania,55604,3825,"Sylvania se forma en 2007 en la ciudad de Valencia con un sonido tan especial que hace que sus temas prevalezcan en la mente de los oyentes.

La banda combina power metal melódico con riffs de guitarras y matices aportados por el teclado, que dotan a los temas de un carácter épico. Cuentan con temas tan aclamados como ""Vivo en tu Memoria"", ""La Princesa Prometida"" o ""La Tentación del Mal"" y son coreados por todos sus seguidores en sus habituales shows. <a href=""https://www.last.fm/music/Sylvania"">Read more on Last.fm</a>","Debler, Arkania, Adventus, Abäk, Zenobia"
Bloodbound,3469646,122861,"Bloodbound is 6 piece heavy metal band founded in 2004 by Fredrik Bergh and Tomas Olsson. Primary influnces include classic heavy metal bands such as Iron Maiden, and power metal bands such as Helloween and HammerFall.

Their debut album Nosferatu received attention from numerous magazines and websites, and has gained many positive reviews. Following this, Bloodbound played several shows in their home country, Sweden, and with well known metal bands such as Arch Enemy, Dark Tranquillity, Evergrey, and HammerFall. <a href=""https://www.last.fm/music/Bloodbound"">Read more on Last.fm</a>","Brothers of Metal, Dynazty, Freedom Call, Orden Ogan, Battle Beast"
Crown The Empire,11091577,300124,"Crown The Empire is a post-hardcore/metalcore (earlier)/alternative metal (later) band from Dallas, Texas, United States. Formed in 2010.

Discography:
2023 - Dogma
2019 - Sudden Sky
2016 - Retrograde
2014 - The Resistance: Rise Of The Runaways
2012 - The Fallout
2011 - Limitless

Members:
Andy ""Leo"" Rockhold - Vocals (2010-present)
Brandon Hoover - Guitar/Vocals (2010-present)
Hayden Tree - Bass (2010-present)
Jeeves Avalos - Drums (2022-present) <a href=""https://www.last.fm/music/Crown+the+Empire"">Read more on Last.fm</a>","We Came as Romans, Palisades, The Word Alive, I See Stars, Of Mice & Men"
Elvenking,8409075,207756,"Elvenking is a power/folk metal metal band formed in Sacile, Italy in October 1997 by guitarists Aydan and Jarpen. In March 1998, singer Damnagoras joined the band, but it wasn't until the following September that the group found a definite stability with the arrival of Zender on the drums.

Right from the beginning, Elvenking set themselves the objective of finding a formula which can combine power metal, folk music and extreme sounds in a unique mixture. <a href=""https://www.last.fm/music/Elvenking"">Read more on Last.fm</a>","Bloodbound, Orden Ogan, Falconer, Freedom Call, Excalion"
Crush 40,5137175,160531,"Crush 40, previously known as Sons of Angels, was originally formed as a project band to record music for Sega's arcade racing game NASCAR Rubbin' Racing, or EA Sports NASCAR Arcade in the west. The core of the group is hard rock guitarist Jun Senoue and melodic rock vocal legend Johnny Gioeli.

As of late, the band comprises of the following members:     
    * Vocals: Johnny Gioeli
    * Guitars: Jun Senoue
    * Bass: Takeshi Taneda
    * Drums: Act. <a href=""https://www.last.fm/music/Crush+40"">Read more on Last.fm</a>","Ted Poley & Tony Harnell, Tony Harnell, Jun Senoue, Tomoya Ohtani, Paul Shortino"
Amon Amarth,64980198,750050,"Amon Amarth is a Swedish melodic death metal band from Tumba, formed in 1992. The band takes its name from the Sindarin name of Mount Doom, a volcano in J. R. R. Tolkien's Middle-earth. Their lyrics mostly deal with Viking mythology and history, and so they have been sometimes erroneously labeled ""Viking metal"", although the band insists they play melodic death metal.

The band is composed of lead guitarist Olavi Mikkonen, vocalist Johan Hegg, bassist Ted Lundström, rhythm guitarist Johan Söderberg, and drummer Jocke Wallgren. <a href=""https://www.last.fm/music/Amon+Amarth"">Read more on Last.fm</a>","Ensiferum, Arch Enemy, Insomnium, Kalmah, Dark Tranquillity"
Hora Zulu,479388,13937,"Responsables de uno de los discos más interesantes del underground español de los últimos años y precursores de la fusión de metal con flamenco, Hora Zulu vuelven con su trabajo más crudo y directo hasta la fecha, vuelven a levantar ampollas, a dar de que hablar y ante todo a dejarnos un buen sabor de boca con cada escucha. 

Hora Zulu es un desafío a la situación que vive el panorama musical español. Olvídate de los riffs de siempre, de las mismas estructuras y de discos donde solo lucen una o dos canciones <a href=""https://www.last.fm/music/Hora+Zulu"">Read more on Last.fm</a>","Hora Zulú, Kannon, NdNo, Narco, Habeas Corpus"
Hoobastank,37959165,2432118,"Hoobastank (sometimes stylized as ""h∞bastank"") is an American (formed in 1994 in Agoura Hills, California) rock band best known for their crossover hit ""The Reason"" (2003) and by their continued success in the modern rock market.

Vocalist Doug Robb met with guitarist Dan Estrin in a high school battle of the bands competition and decided to form a band. They recruited Markku Lappalainen and Chris Hesse to form Hoobastank. In an interview with Yahoo's Launch, Doug Robb said the name had no particular meaning. <a href=""https://www.last.fm/music/Hoobastank"">Read more on Last.fm</a>","Sick Puppies, 3 Doors Down, Trapt, 12 Stones, Lostprophets"
Gigatron,272035,7290,"Muchos de vosotros no sabreis de donde viene el nombre del grupo, pues bien, en declaraciones del propio Charly Glamour, el tio con el paquete más grande de la historia del metal, nos reveló este gran enigma.
El nombre viene de ""GIGA"", una unidad de medida, que son unos mil megas, y ""TRON"" que es una unidad de caña, y un GIGATRON es la máxima caña que puede soportar la Tierra en una vuelta, más o menos, es una unidad que supera incluso a los baffles de Manowar. <a href=""https://www.last.fm/music/Gigatron"">Read more on Last.fm</a>","El Reno Renardo, Gigatrón, Beethoven R., LUJURIA, Los Gandules"
While She Sleeps,16359421,302876,"
While She Sleeps is a British metalcore band from Sheffield, England. Formed in 2006, the band currently consists of vocalist Lawrence Taylor, guitarists Sean Long and Mat Welsh, bassist Aaran Mackenzie and drummer Adam Savage. They are currently signed to Search and Destroy Records in the UK, The End Records in the US and Shock Records in Australia. Since releasing their debut mini-album The North Stands for Nothing in 2010, they have gained a much increased following. <a href=""https://www.last.fm/music/While+She+Sleeps"">Read more on Last.fm</a>","Bury Tomorrow, Architects, The Ghost Inside, Polaris, LANDMVRKS"
Alcest,24964507,417158,"Alcest (/al.sɛst/) is a French blackgaze act formed in Bagnols-sur-Cèze, Occitanie in 2000 by multi-instrumentalist Neige (Stéphane Paut).

It was originally conceived as a solo project, though it would eventually take on the form of a full band as Aegnor (now known as La Sale Famine de Valfunde) and Argoth, with whom Neige played in Peste Noire, joined the fray and released a four-track demo entitled Tristesse hivernale in 2001. This demo was a more straightforward black metal affair, much different from what would happen next. <a href=""https://www.last.fm/music/Alcest"">Read more on Last.fm</a>","Les Discrets, Heretoir, Amesoeurs, Sylvaine, Agalloch"
Soilwork,41509105,608862,"Soilwork is a Swedish melodic death metal band formed in late 1995, originally under the name Inferior Breed in Helsingborg, Sweden. In 1996, they changed their name to Soilwork to better fit their new sound. Their unique sound is a fusion of the classic Gothenburg metal sound with power-groove riffs of late 1970s, early 1980s British, and European metal, but in their most recent albums they have also introduced elements from American Alternative metal and adopted a more melodic attitude. <a href=""https://www.last.fm/music/Soilwork"">Read more on Last.fm</a>","Disarmonia Mundi, Scar Symmetry, In Flames, The Halo Effect, Dark Tranquillity"
Swim to Drown,9256,1916," <a href=""https://www.last.fm/music/Swim+to+Drown"">Read more on Last.fm</a>","Tired Of Waiting, Frontstreet, Viletongue, KEYCHAIN, A Small District"
Imminence,6795591,141415,"Imminence is a Swedish metalcore band formed in Trelleborg, Sweden, in 2009. The group consists of vocalist Eddie Berg, lead guitarist Harald Barrett, rhythm guitarist Alex Arnoldsson, bassist Christian Höijer and drummer Peter Hanström. They are currently signed to Arising Empire and have released five studio albums. Their most recent studio album, The Black, was released on 12 May 2024.

The band was started in 2009 by Harald Barrett, with singer Eddie Berg joining shortly after. <a href=""https://www.last.fm/music/Imminence"">Read more on Last.fm</a>","Annisokay, Currents, Our Mirage, Architects, Kingdom of Giants"
Ekyrian,14416,984," <a href=""https://www.last.fm/music/Ekyrian"">Read more on Last.fm</a>","Salduie, Lèpoka, HADADANZA, Debler Eternia, Debler"
Dünedain,159556,6054,"Dünedain is a Heavy Metal band from Spain created in 1996 (and started in 2002) by Tony Delgado. They mix traditional heavy metal with power metal. <a href=""https://www.last.fm/music/+noredirect/D%C3%BCnedain"">Read more on Last.fm</a>","Zenobia, Arkania, Debler, Leo Jiménez, Sylvania"
XpresidentX,21636,1245," <a href=""https://www.last.fm/music/XpresidentX"">Read more on Last.fm</a>","Sons of Aguirre, Narco, Carroña, Loncha Velasco, Hora Zulu"
Twilight Force,1837370,50136,"Twilight Force is a Swedish symphonic power metal band known for their highly fantastical lyrics and LARP-style outfits which the band performs onstage in. The band's main lyrical themes are based on the lore of a fictional world known as The Twilight Kingdoms, created by keyboardist Daniel Beckman. 

The band members play under the use of nicknames, and wear costumes on stage that mirror the band's lyrical themes. The group describes themselves as ""adventure metal,"" in part due to the use of costumes, props, and demeanor onstage. <a href=""https://www.last.fm/music/Twilight+Force"">Read more on Last.fm</a>","Fellowship, Majestica, Dragonland, Gloryhammer, Freedom Call"
